ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
458,2015-07-01,San José,San José,No registrada,Declaración pública,Convocatoria,Ciudadanas y Ciudadanos contra los aumentos en la gasolina,Grupos y/u organizaciones ciudadanas,NA,Reducir el costo de la gasolina y detener los altos salarios de RECOPE,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,RECOPE,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"El grupo “Ya no más Recope”, convoca a una protesta para el día de mañana en las afueras de la Refinadora Costarricense de Petróleo (RECOPE) como medida de presión contra los altos salarios de las y los funcionarios de esta institución y contra los aumentos en los precios de los combustibles. Por esta razón, exigen que se proceda a la apertura del monopolio de los  combustibles que tiene Recope y que se eliminen los impuestos que inciden sobre los precios.En el comunicado de convocatoria vía facebook señala que “nos aumentan los combustibles, nos meten cuentos llenos de mentiras, se burlan de nosotros en nuestra cara y nosotros les seguimos pagando sobresalarios injustos que afectan a todo el pueblo (...) ya lo hemos visto: misceláneos y choferes con salarios de casi ¢3 millones por mes. Mientras muchas personas ni siquiera tienen para llevar comida a su hogar”.

",La Extra: SALARIOS DE RECOPE MOTIVARÁ PROTESTA (2015-07-01)
459,2015-07-02,Puntarenas,Puntarenas,Local,Bloqueo,NA,Vecinas y vecinos de Paquera,Grupos de vecinos y vecinas,NA,Exigir al MOPT el asfaltado de la ruta  nacional 160,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,MOPT,Ministerios,No diálogo,No registrada o no existencia de alianzas,Particular,Encauzamiento legal,"Este día  vecinas y vecinos de Paquera en Puntarenas bloquean por segundo día consecutivo la vía en el sector de Guarial de Paquera como medida de presión para exigir al MOPT el asfaltado de la ruta nacional 160, que comunica Playa Naranjo con Paquera. Carlos Hidalgo, vocero del MSP, indica a crhoy.com que las y los manifestantes levantan el bloqueo al ver la presencia policial, sin embargo, se reforzó con un equipo de 50 policías más que fueron trasladados en lanchas del Servicio Nacional de Guardacostas. Asimismo, el Juzgado Penal de Puntarenas dicta medidas cautelares a seis manifestantes que participaron en los bloqueos del día de ayer.

","CR Hoy: VECINOS DE PAQUERA SE REUNIRÁN PARA ANALIZAR PROPUESTA DE GOBIERNO, PERO NO GARANTIZAN DETENER BLOQUEOS (2015-07-03)"
460,2015-07-02,San José,San José,Nacional,Marcha,NA,Ciudadanas y Ciudadanos contra los aumentos en la gasolina,Grupos y/u organizaciones ciudadanas,NA,Reducir el costo de la gasolina y detener los altos salarios de RECOPE,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,RECOPE,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Tal como lo habían anunciado, un grupo de ciudadanos marchan por la Avenida Segunda en San José hacia la Asamblea Legislativa, como medida de presión contra los altos salarios de las y los funcionarios de RECOPE y contra los aumentos en los precios de los combustibles. Mauricio Sánchez, uno de los manifestantes, señala al diario digital crhoy.com que “esperamos que nos atienda algún diputado para entregarle nuestras peticiones (…) La petición consiste en detener el alza de la gasolina y que se le meta el bisturí a RECOPE, es decir, que se haga una auditoría”.
","CR Hoy: CONVOCATORIA DE MOVILIZACIÓN EN CONTRA DE RECOPE REÚNE A POCA PERSONAS (2015-07-02), CR Hoy: TICOS LLAMAN A MARCHAR HOY CONTRA AUMENTOS EN LOS COMBUSTIBLES Y PRIVILEGIOS DE RECOPE (2015-07-02)"
461,2015-07-02,San José,San José,No registrada,Reunión con autoridades,NA,Representantes de empresas y cooperativas productoras de palma aceite,Grupos y/u organizaciones empresariales,Grupos y/u organizaciones empresariales del sector agrícola o agroindustrial,Denunciar problemática por enfermedad en las plantaciones de palma  y  la disminución de los precios de compra del fruto de la palma,Defensa de la producción agropecuaria,Apoyo estatal a la producción,Asamblea Lesgislativa,Asamblea Legislativa,Se recibe la petición,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"Representantes de diferentes empresas y cooperativas productoras de palma aceitera de la zona sur del país, se  reúnen con varios diputados y diputadas para denunciar la problemática que están viviendo por una enfermedad en las plantaciones de palma, llamada “Complejo Flecha Seca"" y por la disminución de los precios de compra del fruto de la palma. Asimismo, indican que varios productores están perdiendo sus propiedades por lo que solicitan la readecuación de las deudas, así como  ayuda y financiamiento para enfrentar la enfermedad de las plantaciones. Por su parte, el diputado liberacionista Olivier Jiménez indIca que apoyan las demandas de este sector y que urge la creación de un “fondo palmero” para enfrentar este tipo de situaciones.
",CR Hoy: PALMEROS PIDEN AYUDA A LOS DIPUTADOS (2015-07-02)
462,2015-07-02,San José,San José,Nacional,Declaración pública,Convocatoria,Grupos de mujeres,Grupos y/u organizaciones de género y/o feministas,NA,Rechazar violencia patriarcal ante  la denuncia de abuso sexual contra Justo Orozco,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las mujeres,Administración Solís Rivera,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"En el marco de la denuncia interpuesta contra el exdiputado evangélico Justo Orozco por abuso sexual hacia una mujer, varios grupos de activistas en defensa de los derechos de las mujeres convocan a una reunión abierta el próximo lunes, con el motivo de discutir sobre acciones de protesta contra “la violencia patriarcal”. Daniela Jiménez dirigente del grupo ¡Ya basta! de la UNA indica que ""no es la primera vez que un funcionario o exfuncionario comete este tipo de abusos. Ya lo venimos viendo con el caso del padre Vargas, del Frente Amplio (Ronal Vargas), entonces decidimos convocar a una reunión en contra de la violencia contra las mujeres para que el Estado también asuma de una vez por todas la responsabilidad que tiene para defendernos y elaborar políticas”.

",CR Hoy: ORGANIZACIONES MARCHAN PARA EXIGIR JUSTICIA EN EL CASO DE JUSTO OROZCO (2015-07-10)
463,2015-07-16,San José,San José,No registrada,Reunión con autoridades,NA,Representantes de porteadores y autoridades gubernamentales,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector privado,Contra la reducción en el número de permisos de SEETAXI.,Fiscalización de la función pública y rendición de cuentas,Pronunciamiento o rectificación de posición oficial,CTP y MOPT,Ministerios,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Este día se retoman las negociaciones entre representantes de los porteadores que prestan el SEETAXI y autoridades de gobierno con la mediación de la DH. La semana anterior, los porteadores protestaron contra la decisión tomada por el CTP de reducir el número de permisos para el servicio especial de taxi, basándose en un criterio de la PGR en la que se indica que la flotilla de taxis especiales no debe superar el 30% de la de los taxis regulares. El encuentro termina sin acuerdos, pero los porteadores se comprometen a no bloquear.","CR Hoy: “PORTEADORES” INSISTEN EN QUE TIENEN PERMISO PARA OPERAR HASTA EL PRÓXIMO AÑO; VICEMINISTRO LO NIEGA (2015-07-16), CR Hoy: “PORTEADORES” Y GOBIERNO DARÁN SEGUIMIENTO A ACUERDO ESTE JUEVES (2015-07-16)"
464,2015-07-15,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Trabajadores y Trabajadoras y autoridades del ICE,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Proteger la información salarial de las y los trabajadores del ICE.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,"Sala Constitucional, Otto Guevara, diputado del ML y CCSS",Poder Judicial,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Mediante un recurso de Habeas Data, trabajadores, trabajadoras y autoridades del ICE se manifiestan contra la divulgación de información específica sobre sus salarios. Días atrás, el diputado libertario Otto Guevara publicó en la red social Facebook, información donde se consignaba el nombre completo, número de cédula y salario de las y los empleados del ICE, publicación que luego reprodujo el diario La Nación. En el recurso, interpuesto ante la Sala Constitucional, las y los funcionarios del ICE sostienen que dicha información los coloca en una condición de vulnerabilidad ante hechos delictivos. Asimismo, argumentan que los datos son inexactos pues corresponden a una planilla de la institución en la que se reporta el reconocimiento salarial de tres bisemanas, no de dos como es lo usual.","CR Hoy: ICE PLANTEA RECURSO COMO “PATALETA” PORQUE REVELARON “EXCESO DE SALARIOS QUE LES PAGAMOS ENTRE TODOS” (2015-07-16), La Extra: EMPLEADOS DEL ICE A SALA IV POR TEMOR A SECUESTROS (2015-07-16)"
465,2015-07-15,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Trabajadores y Trabajadoras de CNFL,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Proteger la información salarial de las y los trabajadores de la CNFL.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,"Sala Constitucional, Otto Guevara, diputado del ML y CCSS",Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Este día, empleados y empleadas de la CNFL, empresa del Grupo ICE, interpone un recurso de Habeas Data contra la información publicada por el diputado del ML, Otto Guevara, sobre el monto de las remuneraciones en dicha institución. Durante los últimos días, Guevara y medios de comunicación han hecho públicos los datos que maneja el SICERE de la CCSS sobre los salarios reportados de las instituciones públicas. No obstante, autoridades de entidades como el ICE, la CNFL y la UCR han denunciado el mal manejo de la información por parte de Guevara y una campaña contra el ""empleo público"". Entre otras cosas, con los datos mencionados se han hecho generalizaciones con base en casos particulares y se ha tomado información correspondiente a la planilla de un mes de las entidades mencionadas. El recurso interpuesto por las y los empleados de la CNFL, solicita que se proteja la identidad de los mismos, pues Guevara subió en su red social Facebook, el nombre completo, el número de cédula y el monto devengado de cada una de las y los funcionarios.",La Extra: FUERZA Y LUZ TAMBIÉN SE NIEGA A DIVULGACIÓN DE SUS SALARIOS E INTERPONE RECURSO ANTE SALA IV (2015-07-16)
466,2015-07-16,NA,NA,No registrada,Declaración pública,Convocatoria,Distintas organizaciones sindicales,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Defender los salarios de las y los trabajadores del sector público.,Defensa del trabajo y las condiciones laborales,Mejora y/o mantenimiento de las condiciones laborales,"Otto Guevara, diputado del ML y medios de comunicación",Jerarcas de instituciones públicas,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Ante las recientes publicaciones de información sobre el salario de las y los trabajadores de instituciones públicas como el ICE, la CNFL y la UCR hechas por el diputado libertario Otto Guevara, un conjunto de organizaciones sindicales responden con la convocatoria a una protesta. Los datos hechos públicos por Guevara y reproducidos por distintos medios de comunicación, han generado una campaña mediática y político-ideológica contra las remuneraciones en el sector público calificadas como ""privilegios"". Entre otras cosas, se habla de ""salarios millonarios"" y se los compara con los recibidos en el sector privado. Frente a esto, los sindicatos y las autoridades de las mismas instituciones han salido a denunciar el mal uso de la información tanto por parte de Guevara como de la CCSS, entidad que facilitó la información mediante el SICERE. Entre las organizaciones convocantes a la protesta se encuentran el ASDEICE y la ANEP.","CR Hoy: AL IGUAL QUE EL ICE Y LA UCR, ANEP DEFIENDE PRIVILEGIOS SALARIALES DE SECTOR PÚBLICO Y CONVOCA A MARCHA (2015-07-16)"
467,2015-07-03,Puntarenas,Puntarenas,Local,Reunión con autoridades,NA,Vecinas y vecinos de Paquera,Grupos de vecinos y vecinas,NA,Exigir al MOPT el asfaltado de la ruta  nacional 160,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,MOPT,Ministerios,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Vecinas y vecinos de Paquera se reúnen  en las instalaciones de INCOPESCA en El Cocal  de Puntarenas, con representantes de la Defensoría de los Habitantes y del Gobierno central para solucionar la problemática del mal estado de la vía que comunica esta comunidad con Playa Naranjo. Por su parte el ministro de Obras Públicas y Transportes, Carlos Segnini, indica que entiende ""la frustración de los vecinos, que no son ellos los que ocasionan disturbios sino otras personas, pero no queremos que tal situación se repita y vuelva el clima de tranquilidad. Por eso insisto en que si el próximo lunes entran ingenieros del MOPT a revisar las vías, debe asegurarse un clima de seguridad para ellos y en eso estamos trabajando"". Como resultado de las negociaciones, el MOPT se compromete a que la próxima semana iniciará el lastreado de la carretera mientras se realiza un cronograma con las obras de mantenimiento de la vía para el próximo 17 de julio.


","La Extra: MOPT LOGRA DÉBIL ACUERDO CON VECINOS DE PAQUERA (2015-07-04), La Nación: ARREGLO DE VÍA A PAQUERA ARRANCARÍA EL MIÉRCOLES SI VECINOS DEPONEN BLOQUEOS (2015-07-03), La Nación: DEFENSORÍA DE LOS HABITANTES MEDIA EN CONFLICTO POR ESTADO DE VÍAS EN PAQUERA (2015-07-03), CR Hoy: VECINOS DE PAQUERA SE REUNIRÁN PARA ANALIZAR PROPUESTA DE GOBIERNO, PERO NO GARANTIZAN DETENER BLOQUEOS (2015-07-03)"
468,2015-07-03,Guanacaste,Nicoya,Regional,Reunión o Asamblea,NA,Habitantes de la provincia de Guanacaste,Grupos de vecinos y vecinas,NA,Anunciar manifestaciones para las actividades de la Anexión de Nicoya,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de agua potable",Administración Solís Rivera,Presidente de la República,No registrado,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"Habitantes de la provincia de Guanacaste acuerdan en una asamblea que realizarán manifestaciones durante la celebración del 25 de julio en esta provincia, bajo el lema “Ya no aguantamos más”. Dentro de las principales demandas de la manifestación se encuentra el problema de la sequía en la región, así como el abandono de las instituciones en la zona. En esta reunión participan los diputados Juan Marín y Johnny Leiva.

","CR Hoy: GUANACASTECOS ORGANIZARAN MANIFESTACION PARA EL ""25 DE JULIO"" CONTRA EL GOBIERNO (2015-07-03)"
469,2015-07-04,Puntarenas,Buenos Aires,No registrada,Bloqueo,NA,Indígenas de Térraba,Grupos y/u organizaciones de personas indígenas,NA,Rechazar Proyecto Hidroeléctrico Diquis,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas indígenas,ICE,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Indígenas del territorio de Térraba, en Buenos Aires de Puntarenas, bloquean la entrada al territorio para detener el paso de Carlos Obregón, presidente del Instituto Costarricense de Electricidad (ICE), y de  autoridades del gobierno central y legisladores, como forma de rechazo a la instalación del Proyecto Hidroeléctrico Diquís en este territorio indígena. Marlon Carrera, joven indígena térraba, indica que ""nosotros no estamos de acuerdo con esta reunión porque personas no indígenas vienen a nuestro territorio a hablar de un tema que no compartimos, en vez de hablar con las comunidades indígenas y escuchar lo que tenemos que decir nosotros. Un 83 por ciento del territorio indígena de esta zona está ocupado por no indígenas, y con ellos es que se están reuniendo (...) por nuestra forma de ver el mundo, los ríos son símbolo de vida y los respetamos. Además, tenemos conocimiento de asuntos que no son legales y que están relacionados con la compra del lote para construir el proyecto”.

",La Extra: INDÍGENAS BLOQUEA POR PROYECTO EL DIQUÍS (2015-07-04)
