ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
1166,2016-06-28,San José,Montes de Oca,Regional,Declaración pública,Denuncia,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente.",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1167,2016-06-28,San José,Montes de Oca,Regional,Reunión o Asamblea,NA,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrado,Apoyo solidario,Particular,No registrado o no existencia,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente.",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1168,2016-06-28,San José,San José,Regional,Reunión o Asamblea,NA,Trabajadoras y Trabajadores de la empresa piñera Santa Fe,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Denunciar persecución sindical y despidos,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,Empresa piñera Santa Fe,Empresas privadas,No registrado,Apoyo solidario,Particular,No registrado o no existencia,"Durante este día, trabajadores, miembros del SITRASEP, participan de varios espacios radiales de Radio U como parte de su campaña de denuncia de la situación de persecución sindical que sufren por parte de la empresa piñera Santa Fe, en Los Chiles, zona fronteriza con Nicaragua. También denuncian el incumplimiento de los acuerdos suscritos tras el fin de la huelga de abril, particularmente aquellos relacionados con las materias salariales y de seguro social. Este mismo día, sostienen reuniones con miembros de los sindicatos SINDEU y APSE con el fin de construir solidaridades entre los distintos gremios. También se espera su participación en las protestas de las y los educadores el día siguiente.",Socialismo Hoy: INICIA LA CAMPAÑA DE SOLIDARIDAD DE SITRASEP Y TRABAJADORES DE LA PIÑERA (2016-06-28)
1169,2016-06-29,NA,NA,No registrada,Paro,NA,Educadoras y Educadores afiliados a la APSE,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,No aprobar el proyecto de ley de educación dual,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Tal como se anunció días atrás, las y los educadores afiliados a la APSE se mantienen en paro de labores como medida de presión contra el proyecto de ley de educación dual y el paquete de proyectos de ley relacionados con la reforma del empleo público. Como parte de las protestas, un grupo de docentes marcha en San José con dirección a la Asamblea Legislativa. Según ha externado la dirigencia de la APSE, las manifestaciones de este día son parte del plan de lucha escalonada contra dichos proyectos de ley y se mantendrán durante el período de receso de julio.","La Nación: EDUCADORES MARCHAN SOBRE AVENIDA SEGUNDA COMO PROTESTA POR EDUCACIÓN DUAL (2016-06-29), La Extra: AVENIDA SEGUNDA COLAPSA HOY POR MARCHA DE PROFESORES (2016-06-29), La Extra: MARCHA DE DOCENTES ARRANCÓ (2016-06-29), CR Hoy: PROFESORES DE SECUNDARIA A HUELGA HOY (2016-06-29), La Extra: 7 MIL EDUCADORES LANZAN OFENSIVA A DIPUTADOS (2016-06-30)"
1170,2016-06-29,San José,San José,No registrada,Marcha,NA,Educadoras y Educadores afiliados a la APSE,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,No aprobar el proyecto de ley de educación dual,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Tal como se anunció días atrás, las y los educadores afiliados a la APSE se mantienen en paro de labores como medida de presión contra el proyecto de ley de educación dual y el paquete de proyectos de ley relacionados con la reforma del empleo público. Como parte de las protestas, un grupo de docentes marcha en San José con dirección a la Asamblea Legislativa. Según ha externado la dirigencia de la APSE, las manifestaciones de este día son parte del plan de lucha escalonada contra dichos proyectos de ley y se mantendrán durante el período de receso de julio.","CR Hoy: PROFESORES DE SECUNDARIA A HUELGA HOY (2016-06-29), La Extra: MARCHA DE DOCENTES ARRANCÓ (2016-06-29), La Extra: AVENIDA SEGUNDA COLAPSA HOY POR MARCHA DE PROFESORES (2016-06-29), La Nación: EDUCADORES MARCHAN SOBRE AVENIDA SEGUNDA COMO PROTESTA POR EDUCACIÓN DUAL (2016-06-29), La Extra: 7 MIL EDUCADORES LANZAN OFENSIVA A DIPUTADOS (2016-06-30)"
1171,2016-06-01,NA,NA,Nacional,Ciber-acciones o acciones colectivas en Internet,NA,APSE,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Convocar a huelga contra ley de empleo público,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"APSE mediante redes sociales realiza una convocatoria a huelga nacional para el 29 de junio, en rechazo al proyecto de ley de empleo público. Ricardo Molina, presidente de APSE, señala que “la derecha legislativa neoliberal amenaza las conquistas sociales que hemos alcanzado a lo largo de décadas con luchas en las calles (...) Las negociaciones con el gobierno tienen más de un mes y no han dado fruto, los proyectos de ley siguen avanzando y en la última mesa de negociación nos piden que apoyemos una serie proyectos que afectan pensiones y crean nuevos impuestos, APSE de ninguna manera va a permitir que sean aprobados”.",La Extra: APSE REALIZA NUEVA CONVOCATORIA A HUELGA (2016-06-01)
1172,2016-06-01,Alajuela,San Carlos,Local,Bloqueo,NA,Madres y padres de alumnos de tercero grado de la escuela de Aguas Zarcas en San Carlos,Grupos y/u organizaciones de estudiantes y madres y padres,De madres y padres,Denunciar constantes incapacidades de maestra,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de madres y padres de alumnos de tercero grado de la Escuela Los Chiles, Aguas Zarcas, San Carlos, cierran el acceso al centro educativo como medida de presión por el cambio que se hizo de maestra, la cual se ha incapacitado cuatro veces por periodos muy largos. Por esta razón, las madres y padres señalan que sus hijos e hijas no han recibido suficientes clases, lo cual les afecta en su rendimiento académico. 

","La Extra: PADRES RECLAMAN POR INCAPACIDADES DE PROFESORA (2016-06-01), La Extra: PROTESTAS ESCOLARES NO DAN TREGUA (2016-06-02)"
1173,2016-06-01,NA,NA,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,CANABUS,Grupos y/u organizaciones de empresarios y empresarias,Del sector servicios,Solicitar que las sesiones de Junta Directiva de ARESEP y del MOPT estén disponibles en línea,Fiscalización de la función pública y rendición de cuentas,Solicitud de información,"ARESEP, MOPT, Luis  Guillermo Solís",Entidades de regulación,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La CANABUS mediante una carta dirigida Luis Guillermo Solís, presidente de Costa Rica, a Carlos Villalta, ministro de Obras Públicas y Transportes, Roberto Jiménez, Regulador General, y a las y los diputados, solicita transparencia en las sesiones de junta directiva de la ARESEP y del MOPT, para que la ciudadanía se entere de los alcances y decisiones en ambas entidades. Alfredo Villalobos, presidente de CANABUS, señala que “todos estos temas deben de ser analizados y discutidos de manera pública y transparente, algo que se logrará cuando los usuarios vean esto en línea”.

",La Extra: AUTOBUSEROS PIDEN TRANSPARENCIA (2016-06-01)
1174,2016-06-01,Heredia,Heredia,Regional,Mitin o concentración,NA,Docentes y estudiantes del Liceo de Heredia,Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Rechazo contra subdirectora,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,NA,No registrado o no existencia,"Docentes y estudiantes del Liceo de Heredia protestan contra la subdirectora de apellidos Salazar Alpízar. Las y los manifestantes señalan que esta funcionaria persigue y acosa a docentes, funcionarios administrativos y estudiantes. Asimismo, aseguran que han denunciado el caso en diferentes instancias del MEP, sin embargo, no han recibido solución a sus problemas.

.",La Extra: SEÑALAN A SUBDIRECTORA DE COLEGIO POR ACOSO (2016-06-01)
1175,2016-06-02,San José,Alajuelita,Local,Bloqueo,NA,Madres y padres de Escuela de Los Filtros en Alajuelita,Grupos y/u organizaciones de estudiantes y madres y padres,De madres y padres,Denunciar constantes ausencias de maestra,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Madres y padres de familia de la Escuela Los Filtros, en Alajuelita, San José, cierran el acceso al centro educativo por problemas con una docente de primer grado, a quien consideran no tiene interés de enseñar a sus hijos, debido a las constantes ausencias de la educadora. Las y los manifestantes aseguran que ya agotaron todas las vías administrativas pero no se les resuelve la situación, por lo que mantendrán la medida de presión.",La Extra: PROTESTAS ESCOLARES NO DAN TREGUA (2016-06-02)
1176,2016-06-03,Guanacaste,La Cruz,Local,Bloqueo,NA,Migrantes africanos,Grupos y/u organizaciones de derechos humanos,De personas migrantes,Permitir el paso hacia Estados Unidos y detener el proceso de deportación.,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas migrantes,Administración Solís Rivera,Gobierno en general,No diálogo,No registrada o no existencia de alianzas,Particular,Aprehensión de actores,"Un grupo de personas migrantes provenientes de varios países africanos bloquean una vía en la frontera de Peñas Blancas en Costa Rica,  en los que se reportan 2 policías heridos y 7 migrantes africanos detenidos. Esta acción se da después de que un grupo de migrantes intento ingresar a Nicaragua fueron repelidos por la policía y ejercito nicaragüense y regresado a territorio fronterizo nicaragüense. En un comunicado, el Ministerio de Seguridad Pública señala que, ""luego de tres avisos para que levantaran el bloqueo y permitieran el libre tránsito, la Fuerza Pública tuvo que actuar para garantizar el paso que mantenían bloqueado desde horas atrás"". 



","La Nación: POLICÍA DETIENE A 7 AFRICANOS POR BLOQUEO (2016-06-03), La Nación: AFRICANOS BLOQUEAN FRONTERA NORTE MOLESTOS PORQUE NO PUDIERON CRUZAR A NICARAGUA (2016-06-03)"
1177,2016-06-01,NA,NA,Nacional,Reunión con autoridades,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Firmar acuerdo para reposición de horas laborales tras huelga,Fiscalización de la función pública y rendición de cuentas,Solicitud de negociación,CCSS,Instituciones descentralizadas y/o autónomas,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Tras varias semanas de negociaciones entre representantes de la CCSS y del BUSSCO, este día se llega a un acuerdo para reponer las horas laborales dedicadas al movimiento de huelga del pasado 26 y 27 de abril. En la firma del acuerdo participan Ronald Lacayo, gerente Administrativo de la CCSS; Luis Chavarría, secretario general de UNDECA; Edwin Solano, secretario general de la UMN; Rodrigo López, representante de ANPE y otros dirigencias sindicales. El documento suscrito establece que las y los trabajadores de la CCSS podrán reponer sus jornadas por horas, por producción, o que se les aplique el rebajo salarial correspondiente.

","La Nación: UN MES DESPUÉS, CCSS Y SINDICATOS FIRMAN ACUERDO PARA REPONER HORAS PERDIDAS EN HUELGA (2016-06-03)"
